id,new_host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,bedrooms,beds,number_of_reviews,availability_365,price
38108273.0,31.0,f,Tanglin,Central Region,1.29405,103.82826,Entire home/apt,3.0,3.0,0.0,365.0,850.0
38134989.0,100.0,t,Bukit Merah,Central Region,1.27427,103.84092,Private room,1.0,1.0,56.0,355.0,171.0
38136195.0,99.0,t,Downtown Core,Central Region,1.29722,103.85346,Private room,0.0,1.0,1.0,80.0,135.0
38137480.0,31.0,f,Orchard,Central Region,1.30092,103.83996,Entire home/apt,2.0,2.0,0.0,364.0,1200.0
38165951.0,89.0,t,Downtown Core,Central Region,1.27584,103.84549,Entire home/apt,1.0,1.0,0.0,0.0,172.0
38166428.0,89.0,t,Geylang,Central Region,1.32001,103.88205,Entire home/apt,1.0,1.0,1.0,0.0,115.0
38166684.0,89.0,t,Downtown Core,Central Region,1.27533,103.84535,Entire home/apt,0.0,1.0,0.0,0.0,134.0
38168505.0,89.0,t,Downtown Core,Central Region,1.2754,103.84577,Entire home/apt,1.0,1.0,0.0,0.0,134.0
38171044.0,41.0,f,Downtown Core,Central Region,1.27391,103.84374,Entire home/apt,0.0,1.0,0.0,364.0,170.0
38199255.0,41.0,f,Outram,Central Region,1.28741,103.84229,Entire home/apt,3.0,4.0,0.0,364.0,550.0
38203576.0,0.0,f,Downtown Core,Central Region,1.28155,103.85346,Entire home/apt,0.0,1.0,0.0,346.0,105.0
38250487.0,100.0,f,Jurong West,West Region,1.35238,103.69871,Private room,1.0,1.0,1.0,364.0,45.0
38304328.0,31.0,f,Singapore River,Central Region,1.29094,103.84034,Entire home/apt,3.0,4.0,0.0,364.0,850.0
38305984.0,100.0,f,Serangoon,North-East Region,1.34595,103.87039,Private room,1.0,1.0,1.0,356.0,203.0
38307308.0,100.0,f,Serangoon,North-East Region,1.34549,103.87029,Private room,0.0,1.0,0.0,322.0,214.0
38307486.0,0.0,f,River Valley,Central Region,1.30244,103.82695,Private room,1.0,1.0,0.0,174.0,99.0
38308020.0,65.0,f,Serangoon,North-East Region,1.37418,103.8722,Private room,1.0,1.0,14.0,90.0,120.0
38332556.0,31.0,f,Tanglin,Central Region,1.2937,103.82806,Entire home/apt,2.0,2.0,0.0,364.0,600.0
38337287.0,0.0,f,Bukit Merah,Central Region,1.27591,103.83948,Private room,1.0,1.0,0.0,57.0,28.0
38359537.0,100.0,f,Kallang,Central Region,1.30316,103.86171,Entire home/apt,2.0,3.0,0.0,146.0,150.0
38361167.0,65.0,f,Yishun,North Region,1.41259,103.83567,Private room,1.0,2.0,13.0,295.0,98.0
38364769.0,31.0,f,Downtown Core,Central Region,1.29672,103.85431,Entire home/apt,1.0,2.0,0.0,35.0,220.0
38371921.0,31.0,f,Outram,Central Region,1.28275,103.84503,Entire home/apt,1.0,2.0,0.0,364.0,190.0
38388737.0,96.0,f,Rochor,Central Region,1.3052,103.85982,Private room,1.0,1.0,1.0,106.0,149.0
38395413.0,31.0,f,Orchard,Central Region,1.29865,103.83774,Entire home/apt,2.0,3.0,0.0,364.0,250.0
38407910.0,84.0,f,Geylang,Central Region,1.31303,103.88745,Entire home/apt,1.0,1.0,7.0,44.0,72.0
38416386.0,31.0,f,Novena,Central Region,1.32781,103.84838,Entire home/apt,3.0,3.0,0.0,364.0,210.0
38417543.0,65.0,t,Woodlands,North Region,1.44337,103.80651,Private room,1.0,1.0,26.0,249.0,38.0
38421932.0,97.0,f,River Valley,Central Region,1.29462,103.83922,Hotel room,1.0,1.0,23.0,0.0,96.0
38471875.0,41.0,f,Clementi,West Region,1.30937,103.76104,Entire home/apt,3.0,3.0,0.0,363.0,431.0
38478522.0,96.0,f,Geylang,Central Region,1.3155,103.88063,Private room,1.0,1.0,0.0,329.0,59.0
38496138.0,89.0,t,Kallang,Central Region,1.30284,103.8634,Entire home/apt,0.0,1.0,2.0,0.0,96.0
38498535.0,0.0,f,Bukit Merah,Central Region,1.28302,103.83199,Entire home/apt,2.0,3.0,0.0,365.0,410.0
38523541.0,65.0,f,Rochor,Central Region,1.30488,103.84914,Shared room,1.0,6.0,1.0,55.0,144.0
38526126.0,31.0,f,Novena,Central Region,1.31514,103.84052,Entire home/apt,2.0,2.0,0.0,364.0,300.0
38530815.0,97.0,f,Outram,Central Region,1.28513,103.84156,Private room,1.0,1.0,1.0,329.0,59.0
38539790.0,95.0,f,River Valley,Central Region,1.29469,103.84014,Entire home/apt,1.0,2.0,23.0,320.0,153.0
38588776.0,89.0,t,Jurong East,West Region,1.33487,103.74109,Entire home/apt,1.0,1.0,0.0,0.0,124.0
38589727.0,84.0,f,Geylang,Central Region,1.31476,103.88796,Entire home/apt,1.0,1.0,0.0,35.0,88.0
38592775.0,84.0,f,Geylang,Central Region,1.31375,103.88802,Entire home/apt,1.0,1.0,0.0,67.0,88.0
38632350.0,0.0,f,Geylang,Central Region,1.31401,103.88586,Entire home/apt,1.0,1.0,1.0,99.0,79.0
38639800.0,97.0,f,Outram,Central Region,1.28352,103.8432,Private room,1.0,1.0,1.0,359.0,69.0
38648139.0,65.0,f,Woodlands,North Region,1.4374,103.7958,Private room,1.0,1.0,2.0,118.0,75.0
38681479.0,89.0,t,Serangoon,North-East Region,1.34192,103.8817,Entire home/apt,1.0,1.0,2.0,0.0,117.0
38682873.0,89.0,t,Jurong West,West Region,1.34665,103.72435,Entire home/apt,2.0,2.0,2.0,0.0,165.0
38684124.0,31.0,f,Toa Payoh,Central Region,1.33106,103.86605,Entire home/apt,2.0,2.0,0.0,364.0,210.0
38689712.0,0.0,f,Geylang,Central Region,1.31518,103.88841,Entire home/apt,1.0,1.0,4.0,170.0,90.0
38692545.0,0.0,f,Geylang,Central Region,1.31621,103.88645,Entire home/apt,1.0,1.0,1.0,167.0,65.0
38712337.0,0.0,f,Geylang,Central Region,1.31721,103.88849,Entire home/apt,1.0,1.0,0.0,167.0,90.0
38736956.0,89.0,t,Kallang,Central Region,1.31394,103.85861,Entire home/apt,2.0,1.0,0.0,0.0,149.0
38788624.0,65.0,f,Tanglin,Central Region,1.31445,103.83125,Private room,1.0,1.0,1.0,345.0,100.0
38824582.0,25.0,f,Downtown Core,Central Region,1.28008,103.85375,Entire home/apt,2.0,2.0,0.0,365.0,464.0
38824684.0,25.0,f,Downtown Core,Central Region,1.28044,103.85132,Entire home/apt,2.0,2.0,0.0,180.0,464.0
38834359.0,31.0,f,Tanglin,Central Region,1.31849,103.82788,Entire home/apt,1.0,1.0,0.0,364.0,400.0
38835146.0,30.0,f,Tanglin,Central Region,1.3124,103.82537,Entire home/apt,2.0,4.0,0.0,364.0,500.0
38837741.0,41.0,f,Tanglin,Central Region,1.31405,103.82495,Entire home/apt,2.0,4.0,0.0,364.0,495.0
38855602.0,31.0,f,Tanglin,Central Region,1.31881,103.82794,Entire home/apt,1.0,1.0,0.0,364.0,400.0
38862445.0,64.0,f,Orchard,Central Region,1.30397,103.83717,Entire home/apt,2.0,2.0,6.0,159.0,461.0
38882614.0,31.0,f,Tanglin,Central Region,1.31906,103.82635,Entire home/apt,2.0,2.0,0.0,364.0,520.0
38889119.0,64.0,f,Newton,Central Region,1.30495,103.83528,Entire home/apt,3.0,3.0,4.0,173.0,688.0
38910295.0,96.0,f,Kallang,Central Region,1.31068,103.86118,Private room,1.0,1.0,1.0,0.0,49.0
38911774.0,89.0,t,Kallang,Central Region,1.31189,103.86001,Entire home/apt,1.0,1.0,0.0,0.0,115.0
38912342.0,89.0,t,Kallang,Central Region,1.31246,103.85964,Entire home/apt,1.0,1.0,0.0,0.0,120.0
38914093.0,96.0,f,Rochor,Central Region,1.3045,103.85812,Hotel room,1.0,2.0,1.0,119.0,149.0
38915453.0,41.0,f,Tanglin,Central Region,1.31237,103.82479,Entire home/apt,2.0,4.0,0.0,364.0,500.0
38915787.0,30.0,f,Tanglin,Central Region,1.31391,103.82689,Entire home/apt,2.0,4.0,0.0,358.0,425.0
38916143.0,96.0,f,Rochor,Central Region,1.30342,103.85841,Hotel room,1.0,2.0,9.0,121.0,165.0
38935611.0,91.0,t,Kallang,Central Region,1.3119,103.86136,Private room,1.0,1.0,3.0,0.0,49.0
38939902.0,96.0,f,Rochor,Central Region,1.30488,103.85845,Hotel room,1.0,1.0,1.0,121.0,147.0
38951604.0,25.0,f,Downtown Core,Central Region,1.29149,103.84976,Entire home/apt,2.0,2.0,3.0,91.0,545.0
38965851.0,25.0,f,Downtown Core,Central Region,1.28956,103.85074,Private room,1.0,1.0,5.0,360.0,157.0
38986386.0,96.0,f,Rochor,Central Region,1.30329,103.85847,Hotel room,1.0,1.0,3.0,123.0,217.0
38986391.0,97.0,f,Kallang,Central Region,1.31189,103.86202,Private room,1.0,1.0,1.0,328.0,59.0
38986709.0,96.0,f,Rochor,Central Region,1.30442,103.85835,Hotel room,1.0,1.0,5.0,118.0,163.0
38987378.0,81.0,f,Kallang,Central Region,1.31119,103.86019,Private room,1.0,1.0,0.0,328.0,49.0
38987390.0,96.0,f,Rochor,Central Region,1.30303,103.85958,Private room,1.0,2.0,0.0,124.0,187.0
39009057.0,50.0,f,Marine Parade,Central Region,1.29642,103.8903,Entire home/apt,2.0,2.0,4.0,23.0,163.0
39014250.0,96.0,f,Rochor,Central Region,1.30456,103.85851,Hotel room,1.0,1.0,0.0,122.0,188.0
39014610.0,96.0,f,Rochor,Central Region,1.30457,103.86025,Hotel room,1.0,2.0,2.0,121.0,261.0
39015362.0,31.0,f,Singapore River,Central Region,1.29394,103.83254,Entire home/apt,1.0,1.0,0.0,364.0,450.0
39037097.0,31.0,f,Singapore River,Central Region,1.2954,103.83071,Entire home/apt,2.0,2.0,0.0,364.0,528.0
39050975.0,0.0,f,Woodlands,North Region,1.44524,103.79773,Private room,1.0,2.0,0.0,90.0,90.0
39062013.0,0.0,f,Kallang,Central Region,1.31688,103.86045,Private room,1.0,1.0,2.0,361.0,86.0
39063539.0,89.0,t,Downtown Core,Central Region,1.27429,103.84513,Entire home/apt,1.0,1.0,0.0,0.0,139.0
39077406.0,92.0,t,Queenstown,Central Region,1.30447,103.78502,Private room,1.0,1.0,5.0,25.0,89.0
39091992.0,96.0,f,Outram,Central Region,1.28367,103.84555,Entire home/apt,2.0,2.0,22.0,61.0,168.0
39092412.0,31.0,f,Singapore River,Central Region,1.29352,103.83231,Entire home/apt,3.0,3.0,0.0,364.0,600.0
39095087.0,0.0,f,Kallang,Central Region,1.31713,103.86046,Private room,1.0,1.0,0.0,356.0,86.0
39104189.0,83.0,f,Queenstown,Central Region,1.30425,103.79978,Private room,1.0,0.0,3.0,343.0,61.0
39115031.0,96.0,f,Kallang,Central Region,1.31158,103.8609,Private room,1.0,1.0,1.0,0.0,49.0
39119402.0,100.0,f,Kallang,Central Region,1.29986,103.86123,Entire home/apt,1.0,1.0,0.0,78.0,675.0
39119415.0,100.0,f,Kallang,Central Region,1.29914,103.86103,Entire home/apt,1.0,1.0,0.0,226.0,738.0
39119453.0,100.0,t,Outram,Central Region,1.28287,103.84692,Entire home/apt,1.0,1.0,3.0,80.0,205.0
39121505.0,100.0,t,Outram,Central Region,1.28169,103.84496,Entire home/apt,0.0,1.0,0.0,76.0,150.0
39123066.0,94.0,t,Woodlands,North Region,1.42997,103.77846,Private room,1.0,2.0,6.0,346.0,29.0
39147495.0,10.0,f,Queenstown,Central Region,1.30824,103.79696,Entire home/apt,2.0,2.0,0.0,73.0,160.0
39155845.0,10.0,f,Bukit Timah,Central Region,1.30845,103.79902,Entire home/apt,2.0,2.0,0.0,79.0,160.0
39158146.0,65.0,f,Jurong East,West Region,1.33358,103.73832,Private room,1.0,2.0,2.0,299.0,65.0
39212348.0,41.0,f,Novena,Central Region,1.32204,103.85153,Entire home/apt,2.0,3.0,0.0,364.0,450.0
39212874.0,71.0,f,Bukit Merah,Central Region,1.27222,103.83564,Entire home/apt,1.0,1.0,4.0,0.0,121.0
39214180.0,30.0,f,Novena,Central Region,1.31989,103.85361,Entire home/apt,2.0,3.0,0.0,350.0,450.0
39218665.0,100.0,f,Ang Mo Kio,North-East Region,1.38552,103.84269,Private room,0.0,0.0,2.0,365.0,119.0
39230673.0,71.0,f,Novena,Central Region,1.31665,103.84279,Entire home/apt,2.0,2.0,0.0,352.0,248.0
39244281.0,80.0,f,Woodlands,North Region,1.44359,103.7943,Private room,1.0,1.0,2.0,364.0,46.0
39281565.0,100.0,t,Hougang,North-East Region,1.35855,103.88282,Entire home/apt,1.0,1.0,2.0,236.0,81.0
39293936.0,100.0,t,Bishan,Central Region,1.35789,103.82738,Entire home/apt,2.0,2.0,7.0,115.0,95.0
39305198.0,0.0,f,Woodlands,North Region,1.44575,103.78939,Private room,0.0,1.0,10.0,344.0,25.0
39308924.0,100.0,f,Geylang,Central Region,1.317,103.8789,Entire home/apt,2.0,3.0,30.0,174.0,160.0
39326791.0,50.0,f,Queenstown,Central Region,1.30275,103.7841,Private room,1.0,1.0,0.0,264.0,35.0
39334937.0,97.0,f,River Valley,Central Region,1.29682,103.83997,Private room,1.0,1.0,13.0,15.0,108.0
39338786.0,100.0,t,Bukit Merah,Central Region,1.27536,103.83988,Private room,1.0,1.0,6.0,347.0,295.0
39344757.0,0.0,f,Bukit Merah,Central Region,1.28244,103.83161,Entire home/apt,1.0,2.0,0.0,0.0,136.0
39345579.0,81.0,f,Kallang,Central Region,1.3097,103.86076,Private room,1.0,1.0,0.0,0.0,49.0
39347379.0,0.0,f,Tampines,East Region,1.34072,103.96118,Private room,1.0,1.0,0.0,178.0,70.0
39349086.0,41.0,f,Tanglin,Central Region,1.31762,103.82767,Entire home/apt,3.0,4.0,0.0,364.0,460.0
39380253.0,97.0,f,Kallang,Central Region,1.30959,103.86141,Private room,1.0,1.0,2.0,0.0,49.0
39401038.0,41.0,f,Singapore River,Central Region,1.29027,103.84169,Entire home/apt,3.0,4.0,0.0,357.0,570.0
39401945.0,30.0,f,Singapore River,Central Region,1.29044,103.84097,Entire home/apt,3.0,4.0,0.0,364.0,560.0
39403510.0,41.0,f,Newton,Central Region,1.31055,103.83819,Entire home/apt,2.0,2.0,0.0,364.0,565.0
39404193.0,30.0,f,Newton,Central Region,1.30859,103.84014,Entire home/apt,2.0,2.0,0.0,357.0,395.0
39404728.0,41.0,f,Newton,Central Region,1.31047,103.83981,Entire home/apt,3.0,4.0,0.0,364.0,1250.0
39404880.0,41.0,f,Orchard,Central Region,1.30819,103.83488,Entire home/apt,2.0,2.0,0.0,364.0,525.0
39405623.0,41.0,f,Orchard,Central Region,1.30644,103.83257,Entire home/apt,3.0,4.0,0.0,364.0,700.0
39406103.0,30.0,f,Newton,Central Region,1.30596,103.83483,Entire home/apt,2.0,2.0,0.0,364.0,375.0
39406409.0,41.0,f,Singapore River,Central Region,1.28772,103.844,Entire home/apt,2.0,3.0,1.0,364.0,550.0
39406586.0,30.0,f,Orchard,Central Region,1.30818,103.83461,Entire home/apt,3.0,4.0,0.0,364.0,510.0
39424914.0,0.0,f,Queenstown,Central Region,1.29432,103.80477,Private room,4.0,1.0,0.0,180.0,18.0
39451138.0,65.0,f,Bukit Timah,Central Region,1.31573,103.80362,Private room,1.0,1.0,1.0,56.0,49.0
39451454.0,65.0,f,Geylang,Central Region,1.3114,103.88156,Private room,1.0,2.0,5.0,0.0,90.0
39451764.0,97.0,f,Kallang,Central Region,1.30953,103.86042,Private room,1.0,1.0,1.0,0.0,49.0
39488084.0,91.0,t,Kallang,Central Region,1.30973,103.86054,Private room,1.0,1.0,2.0,333.0,49.0
39488323.0,72.0,t,Kallang,Central Region,1.31592,103.85406,Private room,1.0,1.0,3.0,156.0,60.0
39489668.0,72.0,t,Kallang,Central Region,1.31549,103.85255,Private room,1.0,2.0,0.0,150.0,69.0
39589304.0,96.0,f,Rochor,Central Region,1.30507,103.85975,Private room,1.0,3.0,3.0,123.0,232.0
39603119.0,65.0,f,Serangoon,North-East Region,1.3725,103.87352,Private room,1.0,1.0,3.0,90.0,150.0
39612331.0,96.0,f,Outram,Central Region,1.28148,103.84641,Entire home/apt,1.0,1.0,18.0,53.0,156.0
39612598.0,91.0,t,Geylang,Central Region,1.3147,103.88163,Private room,1.0,1.0,1.0,328.0,39.0
39617089.0,89.0,t,Kallang,Central Region,1.31347,103.85777,Entire home/apt,1.0,1.0,0.0,0.0,120.0
39638066.0,97.0,f,Kallang,Central Region,1.30968,103.86086,Private room,1.0,1.0,4.0,0.0,49.0
39641124.0,93.0,t,Novena,Central Region,1.31781,103.84667,Entire home/apt,0.0,1.0,3.0,0.0,179.0
39641335.0,93.0,t,Novena,Central Region,1.31754,103.84687,Entire home/apt,0.0,1.0,0.0,0.0,169.0
39641470.0,93.0,t,Novena,Central Region,1.31801,103.84881,Entire home/apt,1.0,1.0,2.0,0.0,194.0
39641568.0,93.0,t,Novena,Central Region,1.31932,103.84659,Entire home/apt,1.0,1.0,56.0,0.0,258.0
39653480.0,81.0,f,Kallang,Central Region,1.3109,103.86021,Private room,1.0,1.0,0.0,0.0,49.0
39655270.0,89.0,t,Kallang,Central Region,1.31386,103.85931,Entire home/apt,2.0,2.0,1.0,0.0,149.0
39657837.0,65.0,f,Downtown Core,Central Region,1.27316,103.84638,Entire home/apt,1.0,2.0,3.0,147.0,180.0
39679521.0,65.0,f,Yishun,North Region,1.4156,103.84413,Private room,1.0,1.0,1.0,89.0,30.0
39689162.0,63.0,t,Bukit Merah,Central Region,1.2758,103.84006,Entire home/apt,1.0,1.0,3.0,363.0,200.0
39692652.0,84.0,f,Geylang,Central Region,1.31579,103.88799,Entire home/apt,1.0,1.0,2.0,85.0,68.0
39716810.0,96.0,f,Outram,Central Region,1.28204,103.84668,Entire home/apt,1.0,1.0,11.0,15.0,189.0
39731410.0,100.0,t,Outram,Central Region,1.2815,103.84713,Entire home/apt,1.0,2.0,2.0,27.0,172.0
39731492.0,33.0,f,Jurong West,West Region,1.34228,103.71646,Private room,1.0,1.0,1.0,83.0,80.0
39732502.0,65.0,f,Tampines,East Region,1.3481,103.9596,Private room,1.0,1.0,1.0,0.0,80.0
39759499.0,0.0,f,Serangoon,North-East Region,1.35357,103.86585,Entire home/apt,2.0,2.0,0.0,365.0,1800.0
39782288.0,0.0,f,Tampines,East Region,1.35343,103.94924,Private room,2.0,2.0,0.0,88.0,650.0
39804543.0,65.0,f,Geylang,Central Region,1.31208,103.8831,Private room,1.0,1.0,1.0,0.0,64.0
39811470.0,0.0,f,Rochor,Central Region,1.3014,103.84833,Private room,1.0,1.0,0.0,91.0,1200.0
39822559.0,91.0,t,Kallang,Central Region,1.30965,103.86186,Private room,1.0,1.0,1.0,0.0,49.0
39825497.0,65.0,f,Ang Mo Kio,North-East Region,1.38347,103.83675,Private room,2.0,4.0,1.0,180.0,200.0
39862777.0,0.0,f,Bukit Batok,West Region,1.36064,103.75069,Private room,3.0,0.0,0.0,354.0,80.0
39885622.0,0.0,f,Bedok,East Region,1.32025,103.95725,Entire home/apt,0.0,1.0,0.0,29.0,90.0
39952401.0,100.0,f,Newton,Central Region,1.30696,103.83596,Entire home/apt,1.0,1.0,0.0,261.0,429.0
39952459.0,100.0,f,Newton,Central Region,1.30696,103.83596,Entire home/apt,1.0,1.0,0.0,299.0,409.0
39952556.0,100.0,f,Newton,Central Region,1.30599,103.83708,Entire home/apt,1.0,1.0,0.0,308.0,389.0
39978275.0,0.0,f,Bishan,Central Region,1.36441,103.83286,Private room,1.0,1.0,0.0,55.0,50.0
39998784.0,0.0,f,Kallang,Central Region,1.30748,103.86613,Shared room,1.0,2.0,0.0,0.0,80.0
40000403.0,50.0,f,Sengkang,North-East Region,1.38065,103.89275,Private room,0.0,0.0,0.0,365.0,204.0
40043690.0,41.0,f,Tanglin,Central Region,1.3084,103.82597,Entire home/apt,2.0,3.0,0.0,364.0,615.0
40048607.0,83.0,f,Bedok,East Region,1.31418,103.90769,Entire home/apt,2.0,5.0,4.0,0.0,220.0
40070955.0,41.0,f,Geylang,Central Region,1.30983,103.87611,Entire home/apt,2.0,2.0,0.0,364.0,300.0
40072405.0,41.0,f,Geylang,Central Region,1.31047,103.87802,Entire home/apt,3.0,3.0,0.0,364.0,355.0
40113996.0,91.0,f,Kallang,Central Region,1.32744,103.86243,Private room,1.0,1.0,0.0,365.0,30.0
40120214.0,89.0,t,Downtown Core,Central Region,1.27996,103.8464,Entire home/apt,1.0,1.0,2.0,0.0,157.0
40120307.0,89.0,t,Downtown Core,Central Region,1.2748,103.84702,Entire home/apt,0.0,1.0,4.0,0.0,125.0
40122145.0,31.0,f,River Valley,Central Region,1.29452,103.83706,Entire home/apt,3.0,3.0,0.0,364.0,270.0
40142529.0,0.0,f,Sengkang,North-East Region,1.39501,103.87866,Private room,1.0,1.0,0.0,83.0,220.0
40143731.0,0.0,f,Bukit Timah,Central Region,1.32556,103.81138,Private room,0.0,1.0,1.0,0.0,35.0
40149431.0,50.0,f,Bukit Merah,Central Region,1.2907,103.82812,Private room,0.0,2.0,0.0,88.0,67.0
40185785.0,41.0,f,Hougang,North-East Region,1.37667,103.87967,Entire home/apt,2.0,3.0,0.0,364.0,535.0
40198092.0,100.0,t,Clementi,West Region,1.3223,103.75713,Private room,1.0,1.0,15.0,135.0,118.0
40202857.0,91.0,f,Kallang,Central Region,1.32588,103.86234,Private room,0.0,1.0,2.0,365.0,40.0
40211954.0,91.0,t,Kallang,Central Region,1.31131,103.86041,Private room,1.0,1.0,1.0,0.0,49.0
40213569.0,0.0,f,Downtown Core,Central Region,1.27634,103.84507,Private room,0.0,2.0,4.0,176.0,118.0
40223018.0,65.0,f,Tanglin,Central Region,1.29506,103.82763,Private room,1.0,1.0,2.0,180.0,39.0
40224580.0,0.0,f,Clementi,West Region,1.31405,103.75954,Entire home/apt,0.0,1.0,0.0,84.0,299.0
40226189.0,81.0,f,Kallang,Central Region,1.31234,103.8578,Private room,1.0,1.0,2.0,329.0,59.0
40242532.0,65.0,f,Geylang,Central Region,1.31399,103.88274,Private room,1.0,1.0,1.0,181.0,46.0
40267527.0,100.0,f,River Valley,Central Region,1.29746,103.84153,Private room,1.0,1.0,24.0,52.0,68.0
40267722.0,100.0,f,River Valley,Central Region,1.29762,103.84157,Private room,1.0,1.0,20.0,67.0,59.0
40269661.0,41.0,f,Bukit Merah,Central Region,1.27317,103.83434,Entire home/apt,1.0,1.0,0.0,364.0,228.0
40294463.0,0.0,f,Bukit Merah,Central Region,1.27368,103.83432,Entire home/apt,0.0,1.0,0.0,179.0,149.0
40301006.0,31.0,f,River Valley,Central Region,1.29866,103.84117,Entire home/apt,1.0,1.0,0.0,364.0,517.0
40313848.0,30.0,f,Bukit Merah,Central Region,1.27228,103.83394,Entire home/apt,1.0,0.0,0.0,364.0,227.0
40314128.0,41.0,f,Bukit Merah,Central Region,1.27386,103.83233,Entire home/apt,1.0,1.0,1.0,364.0,238.0
40314515.0,30.0,f,Bukit Merah,Central Region,1.27437,103.83293,Entire home/apt,1.0,1.0,0.0,364.0,238.0
40316461.0,100.0,t,Choa Chu Kang,West Region,1.39926,103.74614,Private room,1.0,2.0,12.0,158.0,65.0
40340084.0,90.0,f,Novena,Central Region,1.32178,103.85141,Entire home/apt,2.0,2.0,8.0,0.0,185.0
40351507.0,100.0,f,Marine Parade,Central Region,1.30674,103.89852,Entire home/apt,2.0,1.0,0.0,161.0,135.0
40354419.0,41.0,f,Bukit Merah,Central Region,1.27229,103.83286,Entire home/apt,1.0,2.0,0.0,364.0,280.0
40354655.0,30.0,f,Bukit Merah,Central Region,1.27399,103.83267,Entire home/apt,1.0,2.0,0.0,364.0,270.0
40363705.0,65.0,f,Queenstown,Central Region,1.3006,103.7971,Private room,1.0,1.0,1.0,0.0,70.0
40382084.0,30.0,f,Hougang,North-East Region,1.37484,103.88044,Entire home/apt,2.0,3.0,0.0,364.0,499.0
40384948.0,0.0,f,Geylang,Central Region,1.31399,103.89803,Private room,1.0,0.0,0.0,362.0,70.0
40389032.0,0.0,f,Downtown Core,Central Region,1.2799,103.85316,Entire home/apt,1.0,1.0,0.0,365.0,167.0
40412729.0,41.0,f,Queenstown,Central Region,1.29946,103.80116,Entire home/apt,3.0,3.0,0.0,364.0,485.0
40432595.0,7.0,f,Novena,Central Region,1.32648,103.84858,Entire home/apt,2.0,3.0,0.0,349.0,198.0
40433757.0,7.0,f,Geylang,Central Region,1.31014,103.87819,Entire home/apt,2.0,3.0,2.0,358.0,150.0
40435427.0,7.0,f,Geylang,Central Region,1.31127,103.88547,Entire home/apt,3.0,3.0,0.0,362.0,228.0
40439164.0,98.0,t,Rochor,Central Region,1.30069,103.84659,Entire home/apt,2.0,2.0,23.0,165.0,569.0
40453611.0,7.0,f,Geylang,Central Region,1.31187,103.87562,Entire home/apt,3.0,6.0,5.0,178.0,198.0
40456301.0,33.0,f,Geylang,Central Region,1.31648,103.88486,Private room,1.0,8.0,3.0,365.0,269.0
40457299.0,97.0,f,Bukit Timah,Central Region,1.31804,103.77978,Private room,1.0,0.0,2.0,243.0,59.0
40457664.0,7.0,f,Novena,Central Region,1.32273,103.8518,Entire home/apt,2.0,2.0,3.0,181.0,198.0
40457889.0,7.0,f,Kallang,Central Region,1.32079,103.86538,Entire home/apt,3.0,3.0,0.0,181.0,208.0
40458296.0,7.0,f,Kallang,Central Region,1.32869,103.86372,Entire home/apt,3.0,4.0,0.0,365.0,228.0
40458494.0,7.0,f,Rochor,Central Region,1.3003,103.84975,Entire home/apt,3.0,6.0,1.0,271.0,248.0
40458674.0,7.0,f,Rochor,Central Region,1.30161,103.84692,Entire home/apt,3.0,4.0,1.0,319.0,228.0
40478454.0,41.0,f,Novena,Central Region,1.32827,103.84745,Entire home/apt,2.0,3.0,0.0,364.0,280.0
40479903.0,0.0,f,Geylang,Central Region,1.31854,103.88207,Shared room,1.0,1.0,0.0,180.0,450.0
40487316.0,0.0,f,Sengkang,North-East Region,1.39541,103.89508,Private room,1.0,1.0,0.0,348.0,59.0
40494398.0,100.0,f,Ang Mo Kio,North-East Region,1.38411,103.84238,Private room,1.0,1.0,0.0,365.0,119.0
40509365.0,100.0,f,Bukit Panjang,West Region,1.36942,103.77689,Private room,0.0,0.0,0.0,180.0,136.0
40514374.0,7.0,f,Kallang,Central Region,1.32179,103.86508,Entire home/apt,3.0,3.0,0.0,166.0,208.0
40514546.0,7.0,f,Novena,Central Region,1.32651,103.84639,Entire home/apt,3.0,3.0,1.0,254.0,268.0
40516462.0,65.0,f,Woodlands,North Region,1.44418,103.80652,Private room,1.0,1.0,2.0,235.0,68.0
40517115.0,7.0,f,Geylang,Central Region,1.31258,103.87804,Entire home/apt,3.0,3.0,6.0,365.0,268.0
40543696.0,100.0,f,Geylang,Central Region,1.31272,103.90291,Entire home/apt,6.0,9.0,4.0,119.0,450.0
40544662.0,7.0,f,Geylang,Central Region,1.31167,103.8764,Entire home/apt,3.0,4.0,2.0,178.0,200.0
40544836.0,7.0,f,Kallang,Central Region,1.3182,103.8523,Entire home/apt,3.0,3.0,0.0,365.0,228.0
40551114.0,81.0,f,Kallang,Central Region,1.31017,103.85999,Private room,1.0,1.0,0.0,0.0,49.0
40552643.0,33.0,f,Geylang,Central Region,1.31531,103.88457,Shared room,1.0,6.0,15.0,364.0,34.0
40567661.0,97.0,f,Outram,Central Region,1.28313,103.84159,Private room,1.0,1.0,0.0,337.0,59.0
40571374.0,7.0,f,Novena,Central Region,1.32866,103.84302,Entire home/apt,3.0,5.0,0.0,365.0,268.0
40571566.0,33.0,f,Geylang,Central Region,1.31683,103.8826,Private room,1.0,8.0,1.0,365.0,269.0
40571592.0,7.0,f,Kallang,Central Region,1.31655,103.85322,Entire home/apt,3.0,3.0,0.0,181.0,228.0
40595498.0,7.0,f,Kallang,Central Region,1.32194,103.8638,Entire home/apt,3.0,3.0,0.0,144.0,208.0
